# SIMULACION DE COLISIONES MULTIPLES
# Practica 5 - Informatica II
#
# Box: 800 x 600
# Tiempo: 5.81 s
# Particulas activas: 2/2
# Total colisiones: 4
#
# OBSTACULOS
obstaculo,0,300,250,200,100
#
# TRAYECTORIAS DE PARTICULAS
# Formato: trayectoria,tiempo,id,x,y,vx,vy,masa,activa
trayectoria,2.35,1,615.2,300,105,0,1,1
trayectoria,2.36,0,183.75,300,-105,0,1,1
trayectoria,2.36,1,616.25,300,105,0,1,1
trayectoria,2.37,0,182.7,300,-105,0,1,1
trayectoria,2.37,1,617.3,300,105,0,1,1
trayectoria,2.38,0,181.65,300,-105,0,1,1
trayectoria,2.38,1,618.35,300,105,0,1,1
trayectoria,2.39,0,180.6,300,-105,0,1,1
trayectoria,2.39,1,619.4,300,105,0,1,1
trayectoria,2.4,0,179.55,300,-105,0,1,1
trayectoria,2.4,1,620.45,300,105,0,1,1
trayectoria,2.41,0,178.5,300,-105,0,1,1
trayectoria,2.41,1,621.5,300,105,0,1,1
trayectoria,2.42,0,177.45,300,-105,0,1,1
trayectoria,2.42,1,622.55,300,105,0,1,1
trayectoria,2.43,0,176.4,300,-105,0,1,1
trayectoria,2.43,1,623.6,300,105,0,1,1
trayectoria,2.44,0,175.35,300,-105,0,1,1
trayectoria,2.44,1,624.65,300,105,0,1,1
trayectoria,2.45,0,174.3,300,-105,0,1,1
trayectoria,2.45,1,625.7,300,105,0,1,1
trayectoria,2.46,0,173.25,300,-105,0,1,1
trayectoria,2.46,1,626.75,300,105,0,1,1
trayectoria,2.47,0,172.2,300,-105,0,1,1
trayectoria,2.47,1,627.8,300,105,0,1,1
trayectoria,2.48,0,171.15,300,-105,0,1,1
trayectoria,2.48,1,628.85,300,105,0,1,1
